Município;AIS;Natureza;Data;Hora;Dia da Semana;Tipo de Arma;Gênero;Idade da Vítima;Escolaridade da Vítima;Raça da Vítima
Sobral;AIS 14;HOMICIDIO DOLOSO;18/nov/21;02:20;Quinta;Arma de fogo;Masculino;17;Alfabetizado;Não Informada
Pedra Branca;AIS 20;HOMICIDIO DOLOSO;18/nov/21;07:00;Quinta;Arma de fogo;Masculino;18;Alfabetizado;Parda
Pindoretama;AIS 13;HOMICIDIO DOLOSO;18/nov/21;08:00;Quinta;Arma de fogo;Masculino;22;Não Informada;Não Informada
Itaitinga;AIS 25;HOMICIDIO DOLOSO;18/nov/21;10:00;Quinta;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;18/nov/21;12:55;Quinta;Arma de fogo;Masculino;25;Ensino Fundamental Incompleto;Parda
Cascavel;AIS 13;HOMICIDIO DOLOSO;18/nov/21;15:30;Quinta;Arma de fogo;Masculino;28;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;18/nov/21;18:23;Quinta;Arma de fogo;Masculino;31;Alfabetizado;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;18/nov/21;19:00;Quinta;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;18/nov/21;21:00;Quinta;Arma de fogo;Masculino;26;Alfabetizado;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;18/nov/21;23:00;Quinta;Arma de fogo;Masculino;21;Ensino Médio Incompleto;Não Informada
Ubajara;AIS 14;HOMICIDIO DOLOSO;19/nov/21;03:00;Sexta;Arma de fogo;Masculino;26;Alfabetizado;Parda
São João do Jaguaribe;AIS 18;HOMICIDIO DOLOSO;19/nov/21;10:30;Sexta;Arma de fogo;Masculino;43;Não Informada;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;19/nov/21;15:00;Sexta;Arma de fogo;Masculino;28;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;19/nov/21;16:30;Sexta;Arma de fogo;Masculino;52;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 10;HOMICIDIO DOLOSO;19/nov/21;17:48;Sexta;Arma de fogo;Masculino;78;Ensino Médio Completo;Parda
Morrinhos;AIS 17;HOMICIDIO DOLOSO;19/nov/21;18:30;Sexta;Arma de fogo;Masculino;32;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;19/nov/21;18:42;Sexta;Arma de fogo;Masculino;30;Ensino Médio Incompleto;Não Informada
Acopiara;AIS 21;HOMICIDIO DOLOSO;19/nov/21;19:00;Sexta;Arma de fogo;Masculino;31;Ensino Fundamental Incompleto;Não Informada
Tianguá;AIS 14;HOMICIDIO DOLOSO;19/nov/21;19:20;Sexta;Arma de fogo;Masculino;30;Alfabetizado;Não Informada
Massapê;AIS 14;HOMICIDIO DOLOSO;19/nov/21;19:33;Sexta;Arma de fogo;Masculino;14;Alfabetizado;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;20/nov/21;00:00;Sábado;Arma branca;Masculino;45;Alfabetizado;Não Informada
Granja;AIS 14;HOMICIDIO DOLOSO;20/nov/21;02:40;Sábado;Arma de fogo;Masculino;72;Alfabetizado;Preta
Crateús;AIS 16;HOMICIDIO DOLOSO;20/nov/21;03:00;Sábado;Arma branca;Masculino;22;Alfabetizado;Parda
Canindé;AIS 15;HOMICIDIO DOLOSO;20/nov/21;03:00;Sábado;Arma de fogo;Masculino;24;Ensino Fundamental Incompleto;Não Informada
Barbalha;AIS 19;LESAO CORPORAL SEGUIDA DE MORTE;20/nov/21;03:00;Sábado;Outros meios;Masculino;31;Ensino Médio Completo;Parda
Forquilha;AIS 14;HOMICIDIO DOLOSO;20/nov/21;09:00;Sábado;Arma de fogo;Masculino;56;Superior Completo;Não Informada
Ubajara;AIS 14;HOMICIDIO DOLOSO;20/nov/21;12:45;Sábado;Arma de fogo;Masculino;27;Alfabetizado;Não Informada
Ubajara;AIS 14;HOMICIDIO DOLOSO;20/nov/21;15:00;Sábado;Arma de fogo;Masculino;22;Alfabetizado;Não Informada
Ubajara;AIS 14;HOMICIDIO DOLOSO;20/nov/21;15:00;Sábado;Arma de fogo;Feminino;23;Ensino Médio Completo;Parda
Ubajara;AIS 14;HOMICIDIO DOLOSO;20/nov/21;16:20;Sábado;Outros meios;Masculino;36;Alfabetizado;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;20/nov/21;17:24;Sábado;Arma de fogo;Masculino;35;Ensino Fundamental Incompleto;Não Informada
Pedra Branca;AIS 20;HOMICIDIO DOLOSO;20/nov/21;19:00;Sábado;Arma de fogo;Masculino;23;Alfabetizado;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;20/nov/21;20:10;Sábado;Arma de fogo;Masculino;42;Alfabetizado;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;20/nov/21;21:59;Sábado;Arma de fogo;Masculino;31;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;20/nov/21;21:59;Sábado;Arma de fogo;Masculino;45;Ensino Fundamental Completo;Parda
Ipueiras;AIS 16;HOMICIDIO DOLOSO;20/nov/21;22:40;Sábado;Arma branca;Masculino;42;Alfabetizado;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;20/nov/21;22:59;Sábado;Arma de fogo;Masculino;21;Alfabetizado;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;21/nov/21;00:30;Domingo;Arma de fogo;Masculino;23;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;21/nov/21;01:36;Domingo;Arma de fogo;Masculino;15;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 02;HOMICIDIO DOLOSO;21/nov/21;04:00;Domingo;Arma de fogo;Masculino;25;Alfabetizado;Não Informada
Jaguaribara;AIS 18;HOMICIDIO DOLOSO;21/nov/21;04:50;Domingo;Arma de fogo;Masculino;33;Ensino Fundamental Incompleto;Preta
Fortaleza;AIS 09;HOMICIDIO DOLOSO;21/nov/21;04:56;Domingo;Arma branca;Masculino;36;Ensino Fundamental Incompleto;Não Informada
Aquiraz;AIS 13;HOMICIDIO DOLOSO;21/nov/21;05:00;Domingo;Arma de fogo;Masculino;20;Ensino Médio Completo;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;21/nov/21;06:10;Domingo;Arma de fogo;Masculino;40;Alfabetizado;Não Informada
Campos Sales;AIS 19;HOMICIDIO DOLOSO;21/nov/21;08:00;Domingo;Arma de fogo;Masculino;33;Não Alfabetizado;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;21/nov/21;11:00;Domingo;Arma de fogo;Masculino;55;Ensino Fundamental Completo;Parda
Fortaleza;AIS 07;HOMICIDIO DOLOSO;21/nov/21;12:00;Domingo;Arma de fogo;Masculino;42;Alfabetizado;Não Informada
Aquiraz;AIS 13;HOMICIDIO DOLOSO;21/nov/21;16:52;Domingo;Arma de fogo;Masculino;27;Ensino Fundamental Incompleto;Não Informada
Ubajara;AIS 14;HOMICIDIO DOLOSO;21/nov/21;19:15;Domingo;Arma de fogo;Masculino;46;Alfabetizado;Parda
Fortaleza;AIS 08;HOMICIDIO DOLOSO;21/nov/21;19:21;Domingo;Arma de fogo;Masculino;17;Ensino Fundamental Completo;Não Informada
Crato;AIS 19;HOMICIDIO DOLOSO;21/nov/21;20:10;Domingo;Arma de fogo;Masculino;20;Alfabetizado;Não Informada
Itaitinga;AIS 25;HOMICIDIO DOLOSO;22/nov/21;09:00;Segunda;Arma de fogo;Masculino;27;Não Alfabetizado;Parda
Sobral;AIS 14;HOMICIDIO DOLOSO;22/nov/21;11:30;Segunda;Arma de fogo;Masculino;35;Não Informada;Não Informada
Pacatuba;AIS 24;HOMICIDIO DOLOSO;22/nov/21;13:07;Segunda;Arma de fogo;Masculino;28;Ensino Fundamental Completo;Não Informada
Itatira;AIS 15;HOMICIDIO DOLOSO;22/nov/21;14:00;Segunda;Arma de fogo;Masculino;35;Alfabetizado;Parda
Frecheirinha;AIS 14;HOMICIDIO DOLOSO;22/nov/21;17:20;Segunda;Outros meios;Feminino;53;Não Informada;Não Informada
Chorozinho;AIS 25;HOMICIDIO DOLOSO;22/nov/21;19:30;Segunda;Arma de fogo;Masculino;31;Não Informada;Não Informada
Jaguaruana;AIS 18;HOMICIDIO DOLOSO;22/nov/21;20:30;Segunda;Arma de fogo;Masculino;28;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 01;HOMICIDIO DOLOSO;22/nov/21;23:11;Segunda;Arma de fogo;Masculino;27;Alfabetizado;Não Informada
Viçosa do Ceará;AIS 14;HOMICIDIO DOLOSO;23/nov/21;02:30;Terça;Arma de fogo;Feminino;36;Não Informada;Não Informada
Viçosa do Ceará;AIS 14;HOMICIDIO DOLOSO;23/nov/21;02:30;Terça;Arma de fogo;Masculino;36;Alfabetizado;Parda
Uruburetama;AIS 17;HOMICIDIO DOLOSO;23/nov/21;12:00;Terça;Arma de fogo;Masculino;50;Alfabetizado;Não Informada
Pacatuba;AIS 24;HOMICIDIO DOLOSO;23/nov/21;16:00;Terça;Arma branca;Masculino;41;Alfabetizado;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;23/nov/21;16:10;Terça;Arma de fogo;Masculino;32;Ensino Fundamental Incompleto;Parda
Jaguaretama;AIS 20;HOMICIDIO DOLOSO;23/nov/21;20:30;Terça;Arma de fogo;Masculino;31;Alfabetizado;Não Informada
Jucás;AIS 21;HOMICIDIO DOLOSO;24/nov/21;02:30;Quarta;Arma de fogo;Masculino;21;Alfabetizado;Parda
Fortaleza;AIS 04;HOMICIDIO DOLOSO;24/nov/21;05:55;Quarta;Arma branca;Masculino;20;Alfabetizado;Parda
Caucaia;AIS 11;HOMICIDIO DOLOSO;24/nov/21;06:30;Quarta;Arma de fogo;Masculino;19;Alfabetizado;Não Informada
Granja;AIS 14;FEMINICÍDIO;24/nov/21;18:30;Quarta;Outros meios;Feminino;70;Alfabetizado;Parda
Fortaleza;AIS 03;HOMICIDIO DOLOSO;24/nov/21;22:08;Quarta;Arma de fogo;Masculino;17;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;25/nov/21;02:15;Quinta;Arma de fogo;Masculino;21;Alfabetizado;Parda
Caucaia;AIS 11;HOMICIDIO DOLOSO;25/nov/21;03:00;Quinta;Outros meios;Masculino;Não Informada;Não Informada;Não Informada
Forquilha;AIS 14;HOMICIDIO DOLOSO;25/nov/21;03:20;Quinta;Arma de fogo;Masculino;18;Não Informada;Não Informada
Forquilha;AIS 14;HOMICIDIO DOLOSO;25/nov/21;03:30;Quinta;Arma de fogo;Masculino;47;Alfabetizado;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;25/nov/21;11:06;Quinta;Arma de fogo;Masculino;18;Alfabetizado;Não Informada
Coreaú;AIS 14;HOMICIDIO DOLOSO;25/nov/21;13:02;Quinta;Arma branca;Masculino;24;Ensino Fundamental Incompleto;Parda
Caucaia;AIS 11;HOMICIDIO DOLOSO;25/nov/21;13:02;Quinta;Arma de fogo;Masculino;44;Não Alfabetizado;Não Informada
Massapê;AIS 14;HOMICIDIO DOLOSO;25/nov/21;19:00;Quinta;Arma branca;Masculino;37;Alfabetizado;Não Informada
Itapajé;AIS 17;HOMICIDIO DOLOSO;25/nov/21;20:30;Quinta;Arma de fogo;Masculino;18;Alfabetizado;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;25/nov/21;20:52;Quinta;Arma branca;Masculino;40;Ensino Fundamental Completo;Parda
Varjota;AIS 16;HOMICIDIO DOLOSO;25/nov/21;22:00;Quinta;Arma de fogo;Masculino;27;Ensino Fundamental Completo;Não Informada
Mulungu;AIS 15;HOMICIDIO DOLOSO;25/nov/21;23:50;Quinta;Arma de fogo;Masculino;26;Alfabetizado;Não Informada
Cascavel;AIS 13;HOMICIDIO DOLOSO;26/nov/21;01:30;Sexta;Arma de fogo;Masculino;39;Ensino Médio Incompleto;Não Informada
Itapipoca;AIS 17;HOMICIDIO DOLOSO;26/nov/21;09:30;Sexta;Arma de fogo;Masculino;35;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;26/nov/21;17:20;Sexta;Arma de fogo;Masculino;27;Alfabetizado;Não Informada
Tabuleiro do Norte;AIS 18;HOMICIDIO DOLOSO;26/nov/21;19:00;Sexta;Arma de fogo;Masculino;48;Alfabetizado;Parda
Fortaleza;AIS 03;HOMICIDIO DOLOSO;26/nov/21;19:30;Sexta;Arma de fogo;Feminino;27;Ensino Fundamental Incompleto;Não Informada
Farias Brito;AIS 19;HOMICIDIO DOLOSO;26/nov/21;22:00;Sexta;Arma de fogo;Masculino;37;Alfabetizado;Não Informada
Cruz;AIS 17;HOMICIDIO DOLOSO;27/nov/21;03:50;Sábado;Arma branca;Masculino;29;Não Informada;Branca
Fortaleza;AIS 07;HOMICIDIO DOLOSO;27/nov/21;07:00;Sábado;Arma de fogo;Masculino;19;Alfabetizado;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;27/nov/21;07:00;Sábado;Arma de fogo;Masculino;27;Ensino Fundamental Incompleto;Não Informada
Sobral;AIS 14;HOMICIDIO DOLOSO;27/nov/21;10:00;Sábado;Arma de fogo;Masculino;40;Não Informada;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;27/nov/21;11:20;Sábado;Arma de fogo;Masculino;39;Ensino Fundamental Incompleto;Não Informada
Cascavel;AIS 13;HOMICIDIO DOLOSO;27/nov/21;15:30;Sábado;Outros meios;Masculino;23;Ensino Médio Completo;Não Informada
Cascavel;AIS 13;HOMICIDIO DOLOSO;27/nov/21;16:30;Sábado;Arma de fogo;Masculino;23;Não Informada;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;27/nov/21;18:30;Sábado;Arma de fogo;Masculino;35;Ensino Fundamental Incompleto;Não Informada
Quixeré;AIS 18;HOMICIDIO DOLOSO;27/nov/21;18:35;Sábado;Arma de fogo;Masculino;25;Não Informada;Branca
Caucaia;AIS 11;HOMICIDIO DOLOSO;27/nov/21;20:10;Sábado;Arma de fogo;Masculino;38;Não Informada;Não Informada
Sobral;AIS 14;HOMICIDIO DOLOSO;27/nov/21;21:22;Sábado;Arma de fogo;Masculino;30;Não Informada;Não Informada
Fortaleza;AIS 04;HOMICIDIO DOLOSO;27/nov/21;23:35;Sábado;Arma de fogo;Masculino;20;Alfabetizado;Não Informada
Fortaleza;AIS 04;HOMICIDIO DOLOSO;27/nov/21;23:35;Sábado;Arma de fogo;Masculino;25;Ensino Médio Incompleto;Não Informada
Morada Nova;AIS 20;HOMICIDIO DOLOSO;27/nov/21;23:40;Sábado;Arma de fogo;Masculino;32;Não Informada;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;28/nov/21;00:00;Domingo;Arma de fogo;Masculino;16;Ensino Fundamental Incompleto;Preta
Morada Nova;AIS 20;HOMICIDIO DOLOSO;28/nov/21;00:10;Domingo;Arma de fogo;Feminino;27;Ensino Médio Completo;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;28/nov/21;02:20;Domingo;Arma de fogo;Masculino;31;Ensino Fundamental Completo;Parda
Acaraú;AIS 17;HOMICIDIO DOLOSO;28/nov/21;05:00;Domingo;Arma branca;Feminino;47;Superior Completo;Não Informada
Acaraú;AIS 17;FEMINICÍDIO;28/nov/21;05:00;Domingo;Arma branca;Feminino;24;Superior Completo;Parda
Nova Russas;AIS 16;HOMICIDIO DOLOSO;28/nov/21;05:30;Domingo;Arma branca;Masculino;37;Alfabetizado;Não Informada
Campos Sales;AIS 19;HOMICIDIO DOLOSO;28/nov/21;12:00;Domingo;Arma de fogo;Masculino;51;Não Alfabetizado;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;28/nov/21;16:00;Domingo;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Itarema;AIS 17;HOMICIDIO DOLOSO;28/nov/21;17:30;Domingo;Arma de fogo;Masculino;19;Não Informada;Não Informada
Barreira;AIS 15;HOMICIDIO DOLOSO;28/nov/21;18:00;Domingo;Arma branca;Masculino;55;Não Informada;Não Informada
Quiterianópolis;AIS 22;HOMICIDIO DOLOSO;28/nov/21;19:00;Domingo;Arma de fogo;Masculino;19;Ensino Fundamental Completo;Parda
Monsenhor Tabosa;AIS 16;HOMICIDIO DOLOSO;28/nov/21;19:20;Domingo;Arma de fogo;Masculino;13;Não Informada;Não Informada
Forquilha;AIS 14;HOMICIDIO DOLOSO;28/nov/21;21:30;Domingo;Arma de fogo;Masculino;31;Ensino Médio Completo;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;28/nov/21;22:00;Domingo;Arma de fogo;Feminino;28;Alfabetizado;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;28/nov/21;22:00;Domingo;Arma de fogo;Masculino;17;Alfabetizado;Não Informada
Iguatu;AIS 21;HOMICIDIO DOLOSO;28/nov/21;22:00;Domingo;Arma de fogo;Masculino;22;Ensino Fundamental Incompleto;Parda
Saboeiro;AIS 21;HOMICIDIO DOLOSO;29/nov/21;04:00;Segunda;Arma de fogo;Masculino;36;Não Alfabetizado;Parda
Limoeiro do Norte;AIS 18;HOMICIDIO DOLOSO;29/nov/21;05:20;Segunda;Arma de fogo;Masculino;34;Não Informada;Parda
Sobral;AIS 14;HOMICIDIO DOLOSO;29/nov/21;07:15;Segunda;Arma de fogo;Masculino;30;Alfabetizado;Não Informada
Sobral;AIS 14;HOMICIDIO DOLOSO;29/nov/21;07:15;Segunda;Arma de fogo;Masculino;58;Alfabetizado;Parda
Maracanaú;AIS 12;HOMICIDIO DOLOSO;29/nov/21;08:33;Segunda;Arma de fogo;Masculino;33;Ensino Médio Completo;Não Informada
Parambu;AIS 22;HOMICIDIO DOLOSO;29/nov/21;12:20;Segunda;Arma de fogo;Masculino;50;Ensino Fundamental Incompleto;Não Informada
Itapipoca;AIS 17;HOMICIDIO DOLOSO;29/nov/21;14:30;Segunda;Outros meios;Masculino;40;Não Alfabetizado;Parda
Umirim;AIS 17;HOMICIDIO DOLOSO;29/nov/21;19:40;Segunda;Arma de fogo;Masculino;18;Não Informada;Não Informada
São Luís do Curu;AIS 23;HOMICIDIO DOLOSO;29/nov/21;21:00;Segunda;Arma branca;Masculino;35;Ensino Médio Completo;Não Informada
Fortaleza;AIS 04;HOMICIDIO DOLOSO;30/nov/21;00:52;Terça;Arma de fogo;Feminino;Não Informada;Não Informada;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;30/nov/21;06:02;Terça;Arma branca;Feminino;24;Não Informada;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;30/nov/21;09:50;Terça;Outros meios;Feminino;Não Informada;Não Informada;Não Informada
Barbalha;AIS 19;HOMICIDIO DOLOSO;30/nov/21;11:30;Terça;Arma de fogo;Masculino;41;Ensino Médio Completo;Parda
Fortaleza;AIS 03;HOMICIDIO DOLOSO;30/nov/21;12:00;Terça;Arma de fogo;Masculino;20;Ensino Médio Incompleto;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;30/nov/21;16:25;Terça;Arma de fogo;Masculino;12;Alfabetizado;Não Informada
Trairi;AIS 23;HOMICIDIO DOLOSO;30/nov/21;19:30;Terça;Arma de fogo;Masculino;29;Ensino Médio Incompleto;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;30/nov/21;23:00;Terça;Arma de fogo;Masculino;37;Ensino Médio Incompleto;Não Informada
Crateús;AIS 16;HOMICIDIO DOLOSO;30/nov/21;23:50;Terça;Arma de fogo;Feminino;21;Alfabetizado;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;01/dez/21;16:20;Quarta;Arma de fogo;Masculino;23;Alfabetizado;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;01/dez/21;16:20;Quarta;Arma de fogo;Masculino;25;Alfabetizado;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;01/dez/21;16:20;Quarta;Arma de fogo;Masculino;53;Alfabetizado;Não Informada
Frecheirinha;AIS 14;HOMICIDIO DOLOSO;01/dez/21;20:00;Quarta;Arma de fogo;Masculino;27;Ensino Fundamental Completo;Não Informada
Horizonte;AIS 25;HOMICIDIO DOLOSO;01/dez/21;21:50;Quarta;Arma de fogo;Masculino;15;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 01;HOMICIDIO DOLOSO;02/dez/21;00:00;Quinta;Arma de fogo;Masculino;23;Alfabetizado;Não Informada
Independência;AIS 16;HOMICIDIO DOLOSO;02/dez/21;02:50;Quinta;Arma de fogo;Masculino;24;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 04;LESAO CORPORAL SEGUIDA DE MORTE;02/dez/21;09:25;Quinta;Arma branca;Masculino;51;Alfabetizado;Não Informada
Icó;AIS 21;HOMICIDIO DOLOSO;02/dez/21;16:25;Quinta;Arma de fogo;Masculino;41;Não Informada;Não Informada
Fortaleza;AIS 02;HOMICIDIO DOLOSO;02/dez/21;16:44;Quinta;Arma de fogo;Masculino;20;Ensino Fundamental Completo;Parda
Barbalha;AIS 19;HOMICIDIO DOLOSO;02/dez/21;17:00;Quinta;Arma de fogo;Masculino;26;Ensino Fundamental Completo;Parda
Ibicuitinga;AIS 20;HOMICIDIO DOLOSO;02/dez/21;18:00;Quinta;Arma de fogo;Masculino;28;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 02;HOMICIDIO DOLOSO;02/dez/21;19:10;Quinta;Arma de fogo;Feminino;22;Alfabetizado;Não Informada
Trairi;AIS 23;HOMICIDIO DOLOSO;02/dez/21;21:00;Quinta;Arma de fogo;Masculino;24;Alfabetizado;Preta
Fortaleza;AIS 04;HOMICIDIO DOLOSO;02/dez/21;23:55;Quinta;Outros meios;Masculino;44;Alfabetizado;Parda
Fortaleza;AIS 08;HOMICIDIO DOLOSO;03/dez/21;06:01;Sexta;Arma de fogo;Masculino;20;Ensino Fundamental Incompleto;Não Informada
Canindé;AIS 15;HOMICIDIO DOLOSO;03/dez/21;14:30;Sexta;Arma branca;Masculino;57;Não Informada;Não Informada
Jaguaribe;AIS 18;HOMICIDIO DOLOSO;03/dez/21;20:40;Sexta;Arma de fogo;Masculino;23;Alfabetizado;Parda
Fortaleza;AIS 03;HOMICIDIO DOLOSO;03/dez/21;21:20;Sexta;Arma de fogo;Masculino;13;Alfabetizado;Não Informada
Fortaleza;AIS 04;HOMICIDIO DOLOSO;03/dez/21;21:30;Sexta;Arma de fogo;Feminino;31;Ensino Fundamental Incompleto;Parda
Tabuleiro do Norte;AIS 18;HOMICIDIO DOLOSO;03/dez/21;21:40;Sexta;Arma de fogo;Masculino;20;Alfabetizado;Não Informada
Icapuí;AIS 18;HOMICIDIO DOLOSO;04/dez/21;07:00;Sábado;Arma de fogo;Feminino;43;Ensino Fundamental Incompleto;Não Informada
Itarema;AIS 17;HOMICIDIO DOLOSO;04/dez/21;07:10;Sábado;Arma de fogo;Masculino;22;Alfabetizado;Não Informada
Baturité;AIS 15;HOMICIDIO DOLOSO;04/dez/21;07:30;Sábado;Arma de fogo;Masculino;32;Alfabetizado;Parda
Pacajus;AIS 25;HOMICIDIO DOLOSO;04/dez/21;11:00;Sábado;Arma de fogo;Feminino;19;Não Informada;Não Informada
Fortaleza;AIS 09;HOMICIDIO DOLOSO;04/dez/21;16:00;Sábado;Arma de fogo;Masculino;24;Não Informada;Branca
Ubajara;AIS 14;HOMICIDIO DOLOSO;04/dez/21;18:00;Sábado;Arma de fogo;Masculino;27;Ensino Médio Completo;Não Informada
Jaguaretama;AIS 20;HOMICIDIO DOLOSO;04/dez/21;19:30;Sábado;Arma branca;Masculino;22;Ensino Fundamental Completo;Não Informada
Coreaú;AIS 14;HOMICIDIO DOLOSO;04/dez/21;20:20;Sábado;Arma de fogo;Masculino;20;Ensino Fundamental Incompleto;Parda
Maracanaú;AIS 12;HOMICIDIO DOLOSO;04/dez/21;21:00;Sábado;Arma de fogo;Masculino;27;Alfabetizado;Parda
Potengi;AIS 19;HOMICIDIO DOLOSO;04/dez/21;22:00;Sábado;Arma branca;Masculino;18;Não Alfabetizado;Parda
Pedra Branca;AIS 20;HOMICIDIO DOLOSO;05/dez/21;04:05;Domingo;Arma de fogo;Masculino;29;Alfabetizado;Não Informada
Barroquinha;AIS 14;HOMICIDIO DOLOSO;05/dez/21;08:00;Domingo;Outros meios;Masculino;Não Informada;Não Informada;Não Informada
Fortaleza;AIS 02;HOMICIDIO DOLOSO;05/dez/21;10:30;Domingo;Arma de fogo;Masculino;24;Ensino Fundamental Incompleto;Parda
Fortaleza;AIS 05;HOMICIDIO DOLOSO;05/dez/21;11:49;Domingo;Arma de fogo;Masculino;50;Ensino Fundamental Completo;Parda
Morada Nova;AIS 20;HOMICIDIO DOLOSO;05/dez/21;13:20;Domingo;Arma de fogo;Masculino;18;Alfabetizado;Não Informada
Morada Nova;AIS 20;HOMICIDIO DOLOSO;05/dez/21;13:20;Domingo;Arma de fogo;Feminino;48;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 09;HOMICIDIO DOLOSO;05/dez/21;14:00;Domingo;Arma de fogo;Masculino;22;Ensino Médio Completo;Não Informada
Barbalha;AIS 19;LESAO CORPORAL SEGUIDA DE MORTE;05/dez/21;16:00;Domingo;Outros meios;Masculino;47;Não Alfabetizado;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;05/dez/21;16:10;Domingo;Arma de fogo;Masculino;27;Ensino Fundamental Completo;Parda
Forquilha;AIS 14;HOMICIDIO DOLOSO;05/dez/21;18:10;Domingo;Arma de fogo;Masculino;37;Não Informada;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;05/dez/21;23:17;Domingo;Arma de fogo;Masculino;21;Ensino Médio Incompleto;Não Informada
Trairi;AIS 23;HOMICIDIO DOLOSO;06/dez/21;02:00;Segunda;Arma de fogo;Masculino;25;Alfabetizado;Parda
Sobral;AIS 14;HOMICIDIO DOLOSO;06/dez/21;03:00;Segunda;Arma de fogo;Masculino;23;Não Informada;Não Informada
Aratuba;AIS 15;HOMICIDIO DOLOSO;06/dez/21;15:30;Segunda;Arma de fogo;Masculino;46;Ensino Médio Completo;Parda
São Gonçalo do Amarante;AIS 23;HOMICIDIO DOLOSO;07/dez/21;11:40;Terça;Outros meios;Masculino;Não Informada;Não Informada;Não Informada
Aracoiaba;AIS 15;HOMICIDIO DOLOSO;07/dez/21;12:15;Terça;Arma de fogo;Masculino;44;Ensino Médio Completo;Não Informada
Redenção;AIS 15;HOMICIDIO DOLOSO;07/dez/21;12:30;Terça;Arma de fogo;Masculino;43;Alfabetizado;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;07/dez/21;15:30;Terça;Arma de fogo;Masculino;21;Ensino Fundamental Incompleto;Não Informada
Monsenhor Tabosa;AIS 16;HOMICIDIO DOLOSO;07/dez/21;18:00;Terça;Arma de fogo;Masculino;19;Ensino Médio Completo;Não Informada
Russas;AIS 18;HOMICIDIO DOLOSO;07/dez/21;18:20;Terça;Arma de fogo;Masculino;29;Ensino Fundamental Incompleto;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;08/dez/21;06:52;Quarta;Arma de fogo;Masculino;20;Não Informada;Não Informada
